dataset,filename,label,convnet_32,convnet_32_class,knn_32,knn_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC
settings_one,synthetic_batch_101.out,LOF,0.5498564195571678,LOF,0.51287186075216,CBLOF,0.3945628353359026,HBOS,0.5773067331670824,COF,0.5773067331670824,0.4119877074989294,0.51287186075216,0.5773067331670824,0.374656792362528,0.3945628353359026,0.5498564195571678,0.3617597420589939
settings_one,synthetic_batch_103.out,COF,0.5465006186141881,CBLOF,0.5465006186141881,CBLOF,0.5676264383505946,LOF,0.5810616929698709,COF,0.5810616929698709,0.5382640466080775,0.5465006186141881,0.5810616929698709,0.473904936715478,0.5426698575154363,0.5676264383505946,0.4767220999192607
settings_one,synthetic_batch_104.out,LOF,0.4788015729645271,CBLOF,0.4788015729645271,CBLOF,0.5059915543189726,LOF,0.5193687230989956,COF,0.5193687230989956,0.4269483442631521,0.4788015729645271,0.5193687230989956,0.4322864328905256,0.4316794358703292,0.5059915543189726,0.4301895340934834
settings_one,synthetic_batch_105.out,COF,0.5311644522680059,COF,0.551420860865007,CBLOF,0.5311644522680059,COF,0.5311644522680059,COF,0.551420860865007,0.4535688167798135,0.551420860865007,0.5311644522680059,0.404358040111572,0.4309437674331312,0.519703078585805,0.461231304888072
settings_one,synthetic_batch_108.out,PCC,0.5402145680406549,LOF,0.4932862789384529,CBLOF,0.5402145680406549,LOF,0.5467476002258611,COF,0.612642574816488,0.5913890457368718,0.4932862789384529,0.5467476002258611,0.6115866741953698,0.5784274421230943,0.5402145680406549,0.612642574816488
settings_one,synthetic_batch_109.out,LOF,0.5773220997739885,COF,0.4760129393058829,CBLOF,0.360558266474161,PCC,0.5773220997739885,COF,0.5851380740903194,0.3782858465680989,0.4760129393058829,0.5773220997739885,0.3396385035729298,0.38010429421691,0.5851380740903194,0.360558266474161
settings_one,synthetic_batch_110.out,LOF,0.5744769216954023,CBLOF,0.5744769216954023,CBLOF,0.5335735452586208,LOF,0.5074084051724138,COF,0.5744769216954023,0.4299176095545977,0.5744769216954023,0.5074084051724138,0.4044876975574712,0.4424754175646551,0.5335735452586208,0.3906362248563217
settings_one,synthetic_batch_111.out,CBLOF,0.5683831761789813,CBLOF,0.5683831761789813,CBLOF,0.4534555620991594,HBOS,0.547867899740485,COF,0.5683831761789813,0.4502229499284877,0.5683831761789813,0.547867899740485,0.4074579825134773,0.4534555620991594,0.5607401031588348,0.4032772668733294
settings_one,synthetic_batch_112.out,LOF,0.5691813620071685,LOF,0.5997591397849462,CBLOF,0.5691813620071685,LOF,0.5548444444444445,COF,0.5997591397849462,0.4795297491039426,0.5997591397849462,0.5548444444444445,0.4445820788530466,0.4423598566308244,0.5691813620071685,0.4530408602150538
settings_one,synthetic_batch_113.out,CBLOF,0.4730343274126564,HBOS,0.6003073746451113,CBLOF,0.4730343274126564,HBOS,0.5549226870644549,COF,0.6003073746451113,0.4717614209624815,0.6003073746451113,0.5549226870644549,0.3898965250240503,0.4730343274126564,0.5475316173537624,0.3764459513362584
settings_one,synthetic_batch_114.out,LOF,0.588460422664078,LOF,0.5728838901162662,CBLOF,0.588460422664078,LOF,0.5789482493137845,COF,0.588460422664078,0.5244471223583496,0.5728838901162662,0.5789482493137845,0.5495135123072459,0.4611953538193747,0.588460422664078,0.4941643792818727
settings_one,synthetic_batch_123.out,CBLOF,0.5443922778727099,LOF,0.5726949472159087,CBLOF,0.5443922778727099,LOF,0.5549325060415526,COF,0.5726949472159087,0.5449508104252037,0.5726949472159087,0.5549325060415526,0.5328289950285073,0.512804773517815,0.5443922778727099,0.558615502872848
settings_one,synthetic_batch_125.out,COF,0.6044568091973235,COF,0.6044568091973235,COF,0.6044568091973235,COF,0.6044568091973235,COF,0.6044568091973235,0.4474678220135364,0.4291259573672606,0.6044568091973235,0.4348550409887892,0.4180609086260646,0.5994424864882697,0.4065999923025748
settings_one,synthetic_batch_126.out,CBLOF,0.5900872044369803,CBLOF,0.5900872044369803,CBLOF,0.5900872044369803,CBLOF,0.525471660000808,COF,0.5900872044369803,0.4680760196455263,0.5900872044369803,0.525471660000808,0.4230078893756024,0.4872973550103595,0.538272417196184,0.4066693214675277
settings_one,synthetic_batch_127.out,CBLOF,0.6518332123013527,CBLOF,0.6518332123013527,CBLOF,0.5888402884501714,LOF,0.5546980111349422,COF,0.6518332123013527,0.5930735930735932,0.6518332123013527,0.5546980111349422,0.5467436767826885,0.5833882199291822,0.5888402884501714,0.5709951080562263
settings_one,synthetic_batch_128.out,LOF,0.5260191981931113,CBLOF,0.5260191981931113,CBLOF,0.5260191981931113,CBLOF,0.4851214003387916,COF,0.5260191981931113,0.3880011293054771,0.5260191981931113,0.4851214003387916,0.3865612648221344,0.3962168266516093,0.5128232636928289,0.3598418972332016
settings_one,synthetic_batch_129.out,LOF,0.5377574514269223,LOF,0.3239041650198558,CBLOF,0.5377574514269223,LOF,0.574432712877747,COF,0.574432712877747,0.2887345591879497,0.3239041650198558,0.574432712877747,0.2864384343690989,0.3127340823970038,0.5377574514269223,0.2965137798856956
settings_one,synthetic_batch_133.out,LOF,0.5626495765832107,COF,0.5179319311487481,CBLOF,0.5626495765832107,COF,0.5626495765832107,COF,0.5786255062592047,0.4773046299705449,0.5179319311487481,0.5626495765832107,0.4519686579528718,0.4756535346097201,0.5786255062592047,0.4794677374815905
settings_one,synthetic_batch_134.out,CBLOF,0.4642687717034478,HBOS,0.5366847568265052,COF,0.4642687717034478,HBOS,0.5366847568265052,COF,0.5829000550295071,0.4465359874001404,0.5829000550295071,0.5366847568265052,0.4239311941403063,0.4642687717034478,0.5646691588075675,0.3935463671037401
settings_one,synthetic_batch_137.out,COF,0.5465476123761668,COF,0.5455637955404454,CBLOF,0.5465476123761668,COF,0.5465476123761668,COF,0.5465476123761668,0.4601273980535371,0.5455637955404454,0.5465476123761668,0.4207435911805179,0.4423906749108027,0.5426870652992857,0.4119390531696959
settings_one,synthetic_batch_138.out,LOF,0.485663284782597,CBLOF,0.485663284782597,CBLOF,0.485663284782597,CBLOF,0.5107236371652392,COF,0.5288051572387911,0.460753477318795,0.485663284782597,0.5107236371652392,0.5036587791882403,0.3847390465130033,0.5288051572387911,0.4690872138974467
settings_one,synthetic_batch_140.out,LOF,0.4792893535366903,CBLOF,0.4792893535366903,CBLOF,0.5259710183285913,COF,0.5259710183285913,COF,0.5259710183285913,0.4605913231434306,0.4792893535366903,0.5259710183285913,0.4133306866053507,0.4618237058602968,0.5179756942146938,0.5210635435276473
settings_one,synthetic_batch_141.out,COF,0.4611471153237212,CBLOF,0.4611471153237212,CBLOF,0.5129509615587596,LOF,0.5528804542863778,COF,0.5528804542863778,0.4161512317662705,0.4611471153237212,0.5528804542863778,0.4325800595300922,0.4036462181503452,0.5129509615587596,0.421771759093116
settings_one,synthetic_batch_142.out,CBLOF,0.5634483982607152,LOF,0.6122215813293105,CBLOF,0.5634483982607152,LOF,0.5643413346348389,COF,0.6122215813293105,0.5842355133552223,0.6122215813293105,0.5643413346348389,0.515074540775579,0.547392182092466,0.5634483982607152,0.5473810897151478
settings_one,synthetic_batch_147.out,CBLOF,0.5662186870105612,CBLOF,0.5662186870105612,CBLOF,0.5662186870105612,CBLOF,0.5656075816490974,COF,0.5662186870105612,0.4223871549595635,0.5662186870105612,0.5656075816490974,0.3662246009334141,0.4015553617103065,0.5645529320736677,0.3866867740043664
settings_one,synthetic_batch_149.out,LOF,0.5517141782422956,COF,0.5297092882667455,CBLOF,0.3382345038824256,PCC,0.5517141782422956,COF,0.5746325801338027,0.3611193207770224,0.5297092882667455,0.5517141782422956,0.3483503049517719,0.3409851151293693,0.5746325801338027,0.3382345038824256
settings_one,synthetic_batch_150.out,LOF,0.4575015435274748,CBLOF,0.4575015435274748,CBLOF,0.489566897624111,LOF,0.4882920582653038,COF,0.489566897624111,0.4195765017950653,0.4575015435274748,0.4882920582653038,0.4529795797031853,0.4285118108435663,0.489566897624111,0.4337598042578491
settings_one,synthetic_batch_152.out,CBLOF,0.4810248604769153,COF,0.5291222729578894,CBLOF,0.3801826484018265,PCC,0.4810248604769153,COF,0.5291222729578894,0.4246118721461187,0.5291222729578894,0.4810248604769153,0.4056722475900557,0.436298833079655,0.4935667174023338,0.3801826484018265
settings_one,synthetic_batch_154.out,COF,0.5743652756391313,LOF,0.579088444050415,CBLOF,0.579088444050415,CBLOF,0.565567013516246,COF,0.579088444050415,0.4561408966243085,0.579088444050415,0.565567013516246,0.426816812613089,0.4315710886099576,0.5743652756391313,0.4271434422617288
settings_one,synthetic_batch_156.out,LOF,0.5390691896119066,COF,0.5021555244284519,CBLOF,0.5390691896119066,COF,0.5390691896119066,COF,0.5390691896119066,0.5116833878607595,0.5021555244284519,0.5390691896119066,0.5044521107310965,0.5180262226599816,0.5346492508872049,0.4937116101346769
settings_one,synthetic_batch_157.out,CBLOF,0.6105349183562646,CBLOF,0.6105349183562646,CBLOF,0.4918786392889979,HBOS,0.5726298584340102,COF,0.6105349183562646,0.4627159378679613,0.6105349183562646,0.5726298584340102,0.3923630713314084,0.4918786392889979,0.5810119844508606,0.3867068836664139
settings_one,synthetic_batch_160.out,CBLOF,0.5428182282503831,COF,0.5476213815127611,CBLOF,0.5428182282503831,COF,0.5428182282503831,COF,0.5476213815127611,0.4984084073239059,0.5476213815127611,0.5428182282503831,0.4818837028132754,0.5180414897513814,0.5375352755751144,0.438748187854368
settings_one,synthetic_batch_161.out,LOF,0.5176002561828752,COF,0.5052037146516899,CBLOF,0.5176002561828752,COF,0.5176002561828752,COF,0.5176002561828752,0.4940080303478175,0.5052037146516899,0.5176002561828752,0.4613262390383288,0.4910182037639176,0.5076978027391862,0.5136712976647946
settings_one,synthetic_batch_163.out,LOF,0.5217538177762526,CBLOF,0.5217538177762526,CBLOF,0.5217538177762526,CBLOF,0.5766933339052848,COF,0.5766933339052848,0.4338216369251887,0.5217538177762526,0.5766933339052848,0.3651874571036376,0.4035770204186685,0.57447880919698,0.4353337336993822
settings_one,synthetic_batch_165.out,LOF,0.4652982786631351,CBLOF,0.4652982786631351,CBLOF,0.4652982786631351,CBLOF,0.5740086351309494,COF,0.6040925210663058,0.4115531224911657,0.4652982786631351,0.5740086351309494,0.37298582093798,0.4054370981914268,0.6040925210663058,0.3751351214670872
settings_one,synthetic_batch_167.out,LOF,0.536913256239919,LOF,0.4017469039612892,CBLOF,0.3432365564941633,PCC,0.542052817190191,COF,0.542052817190191,0.3759055742365838,0.4017469039612892,0.542052817190191,0.3657904808770059,0.4088958145383963,0.536913256239919,0.3432365564941633
settings_one,synthetic_batch_168.out,HBOS,0.4419007588275873,CBLOF,0.4419007588275873,CBLOF,0.4419007588275873,CBLOF,0.498254001358296,COF,0.5957304584516495,0.4892486056075166,0.4419007588275873,0.498254001358296,0.4331894822966968,0.5957304584516495,0.4870186471585409,0.4713394189273739
settings_one,synthetic_batch_17.out,LOF,0.5465797659605984,CBLOF,0.5465797659605984,CBLOF,0.5465797659605984,CBLOF,0.5785276255369574,COF,0.5795645089616354,0.5495126647904014,0.5465797659605984,0.5785276255369574,0.5659072729965932,0.5252732928455043,0.5795645089616354,0.5108872759591172
settings_one,synthetic_batch_171.out,LOF,0.6463954728122694,CBLOF,0.6463954728122694,CBLOF,0.3634052325104568,PCC,0.5984923043276197,COF,0.6463954728122694,0.5030687006205746,0.6463954728122694,0.5984923043276197,0.3939623827879384,0.5694011591350229,0.5731909018835945,0.3634052325104568
settings_one,synthetic_batch_174.out,COF,0.5387420095575002,CBLOF,0.5387420095575002,CBLOF,0.5387420095575002,CBLOF,0.5555503837481123,COF,0.5616789755683816,0.3559393036678458,0.5387420095575002,0.5555503837481123,0.30622789052318,0.3246033223691015,0.5616789755683816,0.3653054469475992
settings_one,synthetic_batch_175.out,COF,0.5795810644597041,COF,0.5631462813135465,CBLOF,0.5530715552781057,LOF,0.5795810644597041,COF,0.5795810644597041,0.5697103052703798,0.5631462813135465,0.5795810644597041,0.542860851345254,0.5584581342596313,0.5530715552781057,0.5355736722067359
settings_one,synthetic_batch_178.out,LOF,0.5557556488889932,LOF,0.5010851967432366,CBLOF,0.5557556488889932,LOF,0.5433609423027288,COF,0.5557556488889932,0.4954069781083555,0.5010851967432366,0.5433609423027288,0.468851920504939,0.4888547361505432,0.5557556488889932,0.4917877003214529
settings_one,synthetic_batch_181.out,LOF,0.4882060983631511,CBLOF,0.4882060983631511,CBLOF,0.4882060983631511,CBLOF,0.5394969312479954,COF,0.5405406874656837,0.4741371343455594,0.4882060983631511,0.5394969312479954,0.4794374588885083,0.4676680202880114,0.5405406874656837,0.465314132567912
settings_one,synthetic_batch_182.out,LOF,0.5469781196060515,LOF,0.418215047212915,CBLOF,0.5469781196060515,LOF,0.5597903340440654,COF,0.5597903340440654,0.4549319727891156,0.418215047212915,0.5597903340440654,0.4756256980404102,0.4357993197278911,0.5469781196060515,0.4877017971367651
settings_one,synthetic_batch_185.out,COF,0.5408816572873338,COF,0.5283571894625234,CBLOF,0.5408816572873338,COF,0.5408816572873338,COF,0.5452450860451838,0.4412109534295734,0.5283571894625234,0.5408816572873338,0.4097697985482423,0.4615982587064676,0.5452450860451838,0.3741232362776282
settings_one,synthetic_batch_186.out,LOF,0.5187205008437064,CBLOF,0.5187205008437064,CBLOF,0.5187205008437064,CBLOF,0.5209337017925705,COF,0.5270597441979898,0.4642097283020713,0.5187205008437064,0.5209337017925705,0.4430375877332421,0.4845503900613827,0.5270597441979898,0.450747108165611
settings_one,synthetic_batch_188.out,CBLOF,0.5772424321405965,CBLOF,0.5772424321405965,CBLOF,0.5472848259831169,LOF,0.5675668487598339,COF,0.5772424321405965,0.5374283905765457,0.5772424321405965,0.5675668487598339,0.5729977287113229,0.5272474853589646,0.5472848259831169,0.4601301070750376
settings_one,synthetic_batch_19.out,CBLOF,0.5749047392561735,CBLOF,0.5749047392561735,CBLOF,0.5749047392561735,CBLOF,0.5172617388024208,COF,0.5749047392561735,0.3601102127171043,0.5749047392561735,0.5172617388024208,0.342627064438358,0.3344021124104112,0.5034031456546341,0.3312121758811277
settings_one,synthetic_batch_191.out,COF,0.4823120035202297,LOF,0.4959413140647074,CBLOF,0.4135980453461172,HBOS,0.5273454688621784,COF,0.5273454688621784,0.4584520252900715,0.4959413140647074,0.5273454688621784,0.4635181453947521,0.4135980453461172,0.4823120035202297,0.506762546608305
settings_one,synthetic_batch_192.out,LOF,0.5849707602339181,LOF,0.5350682261208577,CBLOF,0.5849707602339181,LOF,0.5340090968161144,COF,0.5849707602339181,0.485003248862898,0.5350682261208577,0.5340090968161144,0.4490643274853801,0.5088953866146848,0.5849707602339181,0.4375373619233268
settings_one,synthetic_batch_193.out,COF,0.5404824561403508,COF,0.5146820175438597,CBLOF,0.5404824561403508,COF,0.5404824561403508,COF,0.5404824561403508,0.2821765350877193,0.5146820175438597,0.5404824561403508,0.2152960526315789,0.2683114035087719,0.5333114035087719,0.2561129385964912
settings_one,synthetic_batch_194.out,CBLOF,0.5339712635165161,LOF,0.6427729225299955,CBLOF,0.5339712635165161,LOF,0.5367264109020885,COF,0.6427729225299955,0.4874063101762702,0.6427729225299955,0.5367264109020885,0.4890356984150496,0.4274833358021034,0.5339712635165161,0.4194874833358021
settings_one,synthetic_batch_197.out,CBLOF,0.5272212768151815,CBLOF,0.5272212768151815,CBLOF,0.5423434921617163,COF,0.5423434921617163,COF,0.5423434921617163,0.4289462149339934,0.5272212768151815,0.5423434921617163,0.3992110148514851,0.4451062293729373,0.5379151196369637,0.368650732260726
