dataset,filename,label,convnet_32,convnet_32_class,knn_32,knn_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC
settings_one,synthetic_batch_101.out,LOF,0.7588678115587606,LOF,0.7881462275286257,CBLOF,0.6284966740262111,HBOS,0.7714688678649154,COF,0.7881462275286257,0.453022093302045,0.7881462275286257,0.7714688678649154,0.5460601910963081,0.6284966740262111,0.7588678115587606,0.5084432561386523
settings_one,synthetic_batch_103.out,COF,0.7330996824965412,CBLOF,0.7330996824965412,CBLOF,0.767361253763578,LOF,0.7692152527340236,COF,0.7692152527340236,0.5833061091441363,0.7330996824965412,0.7692152527340236,0.7018774919253091,0.748707987568252,0.767361253763578,0.6818485337496734
settings_one,synthetic_batch_104.out,LOF,0.7196525972920679,CBLOF,0.7196525972920679,CBLOF,0.7462151738839118,LOF,0.7462349140260698,COF,0.7462349140260698,0.5029051188004375,0.7196525972920679,0.7462349140260698,0.5630219818187371,0.6177349424221087,0.7462151738839118,0.5887751689519665
settings_one,synthetic_batch_105.out,COF,0.8006268147498423,COF,0.8101946975401942,CBLOF,0.8006268147498423,COF,0.8006268147498423,COF,0.8101946975401942,0.5612449233328809,0.8101946975401942,0.8006268147498423,0.6976689212322456,0.7305158764040731,0.7933882012298765,0.7704798288361393
settings_one,synthetic_batch_108.out,PCC,0.8232920331375022,LOF,0.720392849494808,CBLOF,0.8232920331375022,LOF,0.8220218057576698,COF,0.8232920331375022,0.6481466772702164,0.720392849494808,0.8220218057576698,0.7660664367671456,0.7954970447625692,0.8232920331375022,0.7346111069637103
settings_one,synthetic_batch_109.out,LOF,0.8191185725382882,COF,0.7037090834648051,CBLOF,0.5780548306722271,PCC,0.8191185725382882,COF,0.8191185725382882,0.4698356618618023,0.7037090834648051,0.8191185725382882,0.5560540034898867,0.5843659368242354,0.8144152807784442,0.5780548306722271
settings_one,synthetic_batch_110.out,LOF,0.7994614145100062,CBLOF,0.7994614145100062,CBLOF,0.8029259667511937,LOF,0.7963997600960899,COF,0.8029259667511937,0.5126432497428391,0.7994614145100062,0.7963997600960899,0.5948418921547225,0.67946397383544,0.8029259667511937,0.5861490406395976
settings_one,synthetic_batch_111.out,CBLOF,0.7762341541801865,CBLOF,0.7762341541801865,CBLOF,0.6323723500628324,HBOS,0.7906900144108209,COF,0.7998804288691214,0.4923367060942625,0.7762341541801865,0.7906900144108209,0.5563830138456666,0.6323723500628324,0.7998804288691214,0.5533402338189498
settings_one,synthetic_batch_112.out,LOF,0.775592319987242,LOF,0.8564862998980863,CBLOF,0.775592319987242,LOF,0.7945847241179125,COF,0.8564862998980863,0.5651993599843552,0.8564862998980863,0.7945847241179125,0.6150298918137131,0.6532368904114088,0.775592319987242,0.64167983695196
settings_one,synthetic_batch_113.out,CBLOF,0.7010530742740577,HBOS,0.8034533281025947,CBLOF,0.7010530742740577,HBOS,0.7682181143525123,COF,0.8034533281025947,0.5309662702725054,0.8034533281025947,0.7682181143525123,0.565138410585675,0.7010530742740577,0.7563477799705474,0.5216455660929885
