dataset,filename,label,ada_boost_32,ada_boost_32_class,bayes_32,bayes_32_class,convnet_32,convnet_32_class,decision_tree_32,decision_tree_32_class,knn_32,knn_32_class,mlp_32,mlp_32_class,qda_32,qda_32_class,random_forest_32,random_forest_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,svc_linear_32,svc_linear_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE)
settings_one,synthetic_batch_0.out,AutoEncoder (AE),0.5879534565366187,PCC,0.606091718001369,DenoisingAutoEncoder (DAE),0.606091718001369,DenoisingAutoEncoder (DAE),0.5879534565366187,PCC,0.5879534565366187,PCC,0.606091718001369,DenoisingAutoEncoder (DAE),0.606091718001369,DenoisingAutoEncoder (DAE),0.5879534565366187,PCC,0.57015742642026,HBOS,0.606091718001369,DenoisingAutoEncoder (DAE),0.5879534565366187,PCC,0.6245722108145106,0.4440789473684211,0.5444900752908965,0.1344969199178644,0.6245722108145106,0.57015742642026,0.5299452429842573,0.5879534565366187,0.5109514031485284,0.606091718001369
settings_one,synthetic_batch_103.out,PCC,0.5269841269841269,PCC,0.5269841269841269,PCC,0.5134920634920636,DenoisingAutoEncoder (DAE),0.5269841269841269,PCC,0.5269841269841269,PCC,0.5134920634920636,DenoisingAutoEncoder (DAE),0.5134920634920636,DenoisingAutoEncoder (DAE),0.5269841269841269,PCC,0.5015873015873016,HBOS,0.5134920634920636,DenoisingAutoEncoder (DAE),0.5269841269841269,PCC,0.6091269841269842,0.4013265306122449,0.5988095238095238,0.2507936507936508,0.6091269841269842,0.5015873015873016,0.575,0.5269841269841269,0.4206349206349207,0.5134920634920636
settings_one,synthetic_batch_104.out,PCC,0.4579579579579579,PCC,0.4579579579579579,PCC,0.5117617617617617,DenoisingAutoEncoder (DAE),0.4579579579579579,PCC,0.4579579579579579,PCC,0.5117617617617617,DenoisingAutoEncoder (DAE),0.5505505505505505,HBOS,0.4579579579579579,PCC,0.5505505505505505,HBOS,0.5117617617617617,DenoisingAutoEncoder (DAE),0.4579579579579579,PCC,0.612112112112112,0.2260416666666666,0.3886386386386387,0.2985485485485485,0.612112112112112,0.5505505505505505,0.6056056056056056,0.4579579579579579,0.307057057057057,0.5117617617617617
settings_one,synthetic_batch_105.out,DenoisingAutoEncoder (DAE),0.3922672672672672,PCC,0.4506381381381381,DenoisingAutoEncoder (DAE),0.4506381381381381,DenoisingAutoEncoder (DAE),0.3922672672672672,PCC,0.4299924924924925,HBOS,0.4506381381381381,DenoisingAutoEncoder (DAE),0.4506381381381381,DenoisingAutoEncoder (DAE),0.3922672672672672,PCC,0.4299924924924925,HBOS,0.4506381381381381,DenoisingAutoEncoder (DAE),0.3922672672672672,PCC,0.5673798798798798,0.252838605028386,0.3911411411411411,0.1951951951951951,0.5673798798798798,0.4299924924924925,0.5386636636636637,0.3922672672672672,0.3098723723723724,0.4506381381381381
settings_one,synthetic_batch_108.out,COPOD,0.3146666666666666,PCC,0.3146666666666666,PCC,0.4426666666666666,DenoisingAutoEncoder (DAE),0.3146666666666666,PCC,0.4937777777777777,HBOS,0.4426666666666666,DenoisingAutoEncoder (DAE),0.4426666666666666,DenoisingAutoEncoder (DAE),0.3146666666666666,PCC,0.4937777777777777,HBOS,0.4426666666666666,DenoisingAutoEncoder (DAE),0.3146666666666666,PCC,0.656,0.2984147386461011,0.3755555555555556,0.0613333333333333,0.656,0.4937777777777777,0.5653333333333334,0.3146666666666666,0.2684444444444444,0.4426666666666666
settings_one,synthetic_batch_110.out,PCC,0.2763157894736842,PCC,0.2763157894736842,PCC,0.4179459064327485,DenoisingAutoEncoder (DAE),0.2763157894736842,PCC,0.2763157894736842,PCC,0.4179459064327485,DenoisingAutoEncoder (DAE),0.4179459064327485,DenoisingAutoEncoder (DAE),0.2763157894736842,PCC,0.5754751461988303,HBOS,0.4179459064327485,DenoisingAutoEncoder (DAE),0.2763157894736842,PCC,0.5754751461988303,0.3767217630853994,0.3114035087719298,0.3048245614035088,0.5423976608187134,0.5754751461988303,0.5012792397660818,0.2763157894736842,0.2969663742690058,0.4179459064327485
settings_one,synthetic_batch_112.out,DenoisingAutoEncoder (DAE),0.5919913419913421,PCC,0.6747835497835497,DenoisingAutoEncoder (DAE),0.6747835497835497,DenoisingAutoEncoder (DAE),0.5919913419913421,PCC,0.5919913419913421,PCC,0.6747835497835497,DenoisingAutoEncoder (DAE),0.6747835497835497,DenoisingAutoEncoder (DAE),0.5919913419913421,PCC,0.4523809523809523,HBOS,0.6747835497835497,DenoisingAutoEncoder (DAE),0.5919913419913421,PCC,0.6942640692640693,0.3554131054131054,0.3538961038961039,0.1114718614718614,0.6942640692640693,0.4523809523809523,0.5708874458874459,0.5919913419913421,0.2721861471861472,0.6747835497835497
settings_one,synthetic_batch_113.out,HBOS,0.2891156462585034,PCC,0.2891156462585034,PCC,0.3954081632653061,DenoisingAutoEncoder (DAE),0.2891156462585034,PCC,0.2891156462585034,PCC,0.2891156462585034,PCC,0.3954081632653061,DenoisingAutoEncoder (DAE),0.2891156462585034,PCC,0.4906462585034013,HBOS,0.3954081632653061,DenoisingAutoEncoder (DAE),0.2891156462585034,PCC,0.6360544217687075,0.3650730411686587,0.4102891156462585,0.1849489795918367,0.6360544217687075,0.4906462585034013,0.4842687074829932,0.2891156462585034,0.4128401360544217,0.3954081632653061
settings_one,synthetic_batch_114.out,PCC,0.2850746268656716,PCC,0.4129353233830845,DenoisingAutoEncoder (DAE),0.4129353233830845,DenoisingAutoEncoder (DAE),0.2850746268656716,PCC,0.2850746268656716,PCC,0.2850746268656716,PCC,0.4129353233830845,DenoisingAutoEncoder (DAE),0.2850746268656716,PCC,0.5895522388059702,HBOS,0.4129353233830845,DenoisingAutoEncoder (DAE),0.2850746268656716,PCC,0.5895522388059702,0.1824540367705835,0.4412935323383084,0.1980099502487562,0.5368159203980098,0.5895522388059702,0.564179104477612,0.2850746268656716,0.5276119402985074,0.4129353233830845
settings_one,synthetic_batch_117.out,HBOS,0.5925287356321839,PCC,0.6124521072796933,DenoisingAutoEncoder (DAE),0.6124521072796933,DenoisingAutoEncoder (DAE),0.5925287356321839,PCC,0.5925287356321839,PCC,0.6124521072796933,DenoisingAutoEncoder (DAE),0.6124521072796933,DenoisingAutoEncoder (DAE),0.5925287356321839,PCC,0.5409961685823755,HBOS,0.6124521072796933,DenoisingAutoEncoder (DAE),0.5925287356321839,PCC,0.6377394636015324,0.3765060240963855,0.6302681992337164,0.157471264367816,0.6377394636015324,0.5409961685823755,0.482183908045977,0.5925287356321839,0.2839080459770114,0.6124521072796933
