dataset,filename,label,convnet_32,convnet_32_class,knn_32,knn_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC
settings_one,synthetic_batch_101.out,LOF,0.2765187870683284,LOF,0.2382284809652241,CBLOF,0.1655560392234277,HBOS,0.2736310271180463,COF,0.2765187870683284,0.1920817028076636,0.2382284809652241,0.2736310271180463,0.1610205076087228,0.1655560392234277,0.2765187870683284,0.1612913595193169
settings_one,synthetic_batch_103.out,COF,0.2750859829944714,CBLOF,0.2750859829944714,CBLOF,0.3368526977693594,LOF,0.3392749254703675,COF,0.3392749254703675,0.2615400150347154,0.2750859829944714,0.3392749254703675,0.2147301671006391,0.2451807555276182,0.3368526977693594,0.2406248846843088
settings_one,synthetic_batch_104.out,LOF,0.2550199093880093,CBLOF,0.2550199093880093,CBLOF,0.2829195158696442,LOF,0.2823724672013821,COF,0.2829195158696442,0.2131965454487348,0.2550199093880093,0.2823724672013821,0.1936940661981237,0.1969983196215442,0.2829195158696442,0.2131514804500334
settings_one,synthetic_batch_105.out,COF,0.263475179536704,COF,0.2459343935435326,CBLOF,0.263475179536704,COF,0.263475179536704,COF,0.263475179536704,0.2279533697189364,0.2459343935435326,0.263475179536704,0.1675223882179403,0.2026215915713997,0.2591159377437524,0.2263391873941413
settings_one,synthetic_batch_108.out,PCC,0.3035878926261705,LOF,0.2179757874710042,CBLOF,0.3035878926261705,LOF,0.2922837185830945,COF,0.3330796524540128,0.3048587246288738,0.2179757874710042,0.2922837185830945,0.2928043377489192,0.2742058994989883,0.3035878926261705,0.3330796524540128
settings_one,synthetic_batch_109.out,LOF,0.271000230657559,COF,0.1852679494511976,CBLOF,0.1550358868334831,PCC,0.271000230657559,COF,0.2969722834849551,0.1628269765824826,0.1852679494511976,0.271000230657559,0.1472050193657265,0.1568319949903298,0.2969722834849551,0.1550358868334831
settings_one,synthetic_batch_110.out,LOF,0.2950606557796065,CBLOF,0.2950606557796065,CBLOF,0.3085980988115982,LOF,0.2828593057478178,COF,0.3085980988115982,0.2214954581332182,0.2950606557796065,0.2828593057478178,0.1911281532383391,0.2112822085613226,0.3085980988115982,0.2032043329711562
settings_one,synthetic_batch_111.out,CBLOF,0.2719779289645844,CBLOF,0.2719779289645844,CBLOF,0.1848168710648542,HBOS,0.2508886796601368,COF,0.2719779289645844,0.2067762964741137,0.2719779289645844,0.2508886796601368,0.1728443751612475,0.1848168710648542,0.2615009700014062,0.1821234622716408
settings_one,synthetic_batch_112.out,LOF,0.3359530880834985,LOF,0.3258762311003975,CBLOF,0.3359530880834985,LOF,0.3220162904198373,COF,0.3359530880834985,0.2643520658202263,0.3258762311003975,0.3220162904198373,0.1991802249491596,0.2006175405180814,0.3359530880834985,0.2270019139884659
settings_one,synthetic_batch_113.out,CBLOF,0.2039081967724745,HBOS,0.3593305605965572,CBLOF,0.2039081967724745,HBOS,0.3102916961640026,COF,0.3593305605965572,0.2382373865745059,0.3593305605965572,0.3102916961640026,0.1822274035523473,0.2039081967724745,0.3018157818600789,0.1893958543630839
settings_one,synthetic_batch_114.out,LOF,0.3426364314527029,LOF,0.3042095768899679,CBLOF,0.3426364314527029,LOF,0.3125557614220868,COF,0.3426364314527029,0.293770883090004,0.3042095768899679,0.3125557614220868,0.2715997228993485,0.2579077753062704,0.3426364314527029,0.2753122818193892
settings_one,synthetic_batch_123.out,CBLOF,0.3067812377652864,LOF,0.3604440778191602,CBLOF,0.3067812377652864,LOF,0.3143830070977443,COF,0.3604440778191602,0.2868440102556062,0.3604440778191602,0.3143830070977443,0.2421824042436094,0.231914727058022,0.3067812377652864,0.2792357978786062
settings_one,synthetic_batch_125.out,COF,0.3444408770538566,COF,0.3444408770538566,COF,0.3444408770538566,COF,0.3444408770538566,COF,0.3444408770538566,0.2193250722888121,0.2230133282636955,0.3444408770538566,0.1959810653817749,0.1939303635099626,0.3394563693754515,0.1896992523111451
settings_one,synthetic_batch_126.out,CBLOF,0.3334097400524173,CBLOF,0.3334097400524173,CBLOF,0.3334097400524173,CBLOF,0.2999437198804765,COF,0.3334097400524173,0.2479383319251396,0.3334097400524173,0.2999437198804765,0.1931789765062037,0.2108032361507904,0.3082072979638476,0.2260583810305431
settings_one,synthetic_batch_127.out,CBLOF,0.3896101585313425,CBLOF,0.3896101585313425,CBLOF,0.3265886173670893,LOF,0.3076121828177878,COF,0.3896101585313425,0.3186968424200076,0.3896101585313425,0.3076121828177878,0.251412071616075,0.3036807885810875,0.3265886173670893,0.27381528795096
settings_one,synthetic_batch_128.out,LOF,0.2478679675365636,CBLOF,0.2478679675365636,CBLOF,0.2478679675365636,CBLOF,0.2629474943919306,COF,0.2905352506297386,0.2201421259311667,0.2478679675365636,0.2629474943919306,0.1761486502652527,0.1941544670335359,0.2905352506297386,0.1861625559637081
settings_one,synthetic_batch_129.out,LOF,0.2701288893394709,LOF,0.1533242039906447,CBLOF,0.2701288893394709,LOF,0.2662200390908039,COF,0.2701288893394709,0.1443397117554089,0.1533242039906447,0.2662200390908039,0.1320146663283984,0.1363510399269218,0.2701288893394709,0.1340996847804744
settings_one,synthetic_batch_133.out,LOF,0.2878293742143751,COF,0.2212302755326683,CBLOF,0.2878293742143751,COF,0.2878293742143751,COF,0.3187242748538773,0.2467668458383198,0.2212302755326683,0.2878293742143751,0.2290171240668726,0.2462132194010388,0.3187242748538773,0.2761095239660898
settings_one,synthetic_batch_134.out,CBLOF,0.2699340163670654,HBOS,0.3548756835122428,COF,0.2699340163670654,HBOS,0.3548756835122428,COF,0.3908061071100339,0.2781204602033912,0.3908061071100339,0.3548756835122428,0.2458599287995425,0.2699340163670654,0.3746371195906967,0.2584661463679183
settings_one,synthetic_batch_137.out,COF,0.2820767957979527,COF,0.2309533094852228,CBLOF,0.2820767957979527,COF,0.2820767957979527,COF,0.2820767957979527,0.2147235054598527,0.2309533094852228,0.2820767957979527,0.1793120246003664,0.1746986943353084,0.2746970872930545,0.1758580866840153
settings_one,synthetic_batch_138.out,LOF,0.2667892054371821,CBLOF,0.2667892054371821,CBLOF,0.2667892054371821,CBLOF,0.3003711043291709,COF,0.319500351798737,0.2721384688040561,0.2667892054371821,0.3003711043291709,0.2279219469258105,0.198640228758195,0.319500351798737,0.2149792555091691
settings_one,synthetic_batch_140.out,LOF,0.2421720182616645,CBLOF,0.2421720182616645,CBLOF,0.2640811725778349,COF,0.2640811725778349,COF,0.2934800511656877,0.2466124291439562,0.2421720182616645,0.2640811725778349,0.198338862865777,0.215661357303006,0.2934800511656877,0.2757556635840354
settings_one,synthetic_batch_141.out,COF,0.2322430527302882,CBLOF,0.2322430527302882,CBLOF,0.2817822208622736,LOF,0.3073559612478307,COF,0.3073559612478307,0.2262290517957957,0.2322430527302882,0.3073559612478307,0.2138370593343636,0.2052328315139802,0.2817822208622736,0.21213169389164
settings_one,synthetic_batch_142.out,CBLOF,0.3230473976365208,LOF,0.3752495446448345,CBLOF,0.3230473976365208,LOF,0.3020785622814813,COF,0.3752495446448345,0.2826671931854532,0.3752495446448345,0.3020785622814813,0.2391393039686105,0.2431894815728611,0.3230473976365208,0.2591984481749045
settings_one,synthetic_batch_147.out,CBLOF,0.3775914227932042,CBLOF,0.3775914227932042,CBLOF,0.3775914227932042,CBLOF,0.3561827660223842,COF,0.3775914227932042,0.2712649110522204,0.3775914227932042,0.3561827660223842,0.2128604637368911,0.2293794483471683,0.3679080260668895,0.22672554587765
settings_one,synthetic_batch_149.out,LOF,0.214644428739636,COF,0.2276362562620751,CBLOF,0.1325260961474854,PCC,0.214644428739636,COF,0.2445988771223331,0.1483926219776776,0.2276362562620751,0.214644428739636,0.1334260061738765,0.1403060813051697,0.2445988771223331,0.1325260961474854
settings_one,synthetic_batch_150.out,LOF,0.2569106472587784,CBLOF,0.2569106472587784,CBLOF,0.2724562814778333,LOF,0.272232078682358,COF,0.2724562814778333,0.2344186879327608,0.2569106472587784,0.272232078682358,0.1978777602074521,0.1919878803140403,0.2724562814778333,0.1934556943827729
settings_one,synthetic_batch_152.out,CBLOF,0.3259683431047763,COF,0.3829238325067222,CBLOF,0.2148997596509113,PCC,0.3259683431047763,COF,0.3829238325067222,0.2808156465985953,0.3829238325067222,0.3259683431047763,0.2292917628707988,0.243612705382532,0.3285945089955837,0.2148997596509113
settings_one,synthetic_batch_154.out,COF,0.3453468968717246,LOF,0.3260497949827943,CBLOF,0.3260497949827943,CBLOF,0.364322190537066,COF,0.364322190537066,0.2742647491930725,0.3260497949827943,0.364322190537066,0.2174658754525198,0.2827983090096873,0.3453468968717246,0.2351390806220197
settings_one,synthetic_batch_156.out,LOF,0.3372508037580231,COF,0.2956219511172567,CBLOF,0.3372508037580231,COF,0.3372508037580231,COF,0.3395671985880515,0.3180570505031648,0.2956219511172567,0.3372508037580231,0.2872023782789336,0.3326637313716004,0.3395671985880515,0.3031700164459312
settings_one,synthetic_batch_157.out,CBLOF,0.3866402117373713,CBLOF,0.3866402117373713,CBLOF,0.2422546033905573,HBOS,0.3277993892289057,COF,0.3866402117373713,0.2592403394723157,0.3866402117373713,0.3277993892289057,0.2243561781988869,0.2422546033905573,0.3510022351623593,0.2282336033265861
